edge	PearsonCor
ENSDARG00000078118 (geneExprCor) ENSDARG00000053301	0.829722295844136
ENSDARG00000078118 (geneExprCor) ENSDARG00000054562	0.849578868367393
ENSDARG00000078118 (geneExprCor) ENSDARG00000069552	0.832343451907237
ENSDARG00000078654 (geneExprCor) ENSDARG00000002403	0.832460796721573
ENSDARG00000078654 (geneExprCor) ENSDARG00000010948	0.834310999760957
ENSDARG00000078654 (geneExprCor) ENSDARG00000011510	0.833212539391484
ENSDARG00000078654 (geneExprCor) ENSDARG00000014017	0.904606921520767
ENSDARG00000078654 (geneExprCor) ENSDARG00000028335	0.830536556512946
ENSDARG00000078654 (geneExprCor) ENSDARG00000029722	0.820103117898538
ENSDARG00000078654 (geneExprCor) ENSDARG00000038066	0.842383685798592
ENSDARG00000078654 (geneExprCor) ENSDARG00000038695	0.805120076532499
ENSDARG00000078654 (geneExprCor) ENSDARG00000052856	0.80462573418436
ENSDARG00000078654 (geneExprCor) ENSDARG00000070656	0.852511710089677
ENSDARG00000078784 (geneExprCor) ENSDARG00000000887	0.800143359897675
ENSDARG00000078784 (geneExprCor) ENSDARG00000004874	0.839631914061244
ENSDARG00000078784 (geneExprCor) ENSDARG00000007601	0.900390175955744
ENSDARG00000078784 (geneExprCor) ENSDARG00000011932	0.864407793409273
ENSDARG00000078784 (geneExprCor) ENSDARG00000014039	0.812470837730178
ENSDARG00000078784 (geneExprCor) ENSDARG00000037551	0.88189535815959
ENSDARG00000078784 (geneExprCor) ENSDARG00000052894	0.932828230294618
ENSDARG00000078784 (geneExprCor) ENSDARG00000073998	0.803295280377707
ENSDARG00000078784 (geneExprCor) ENSDARG00000075301	0.826172256084653
ENSDARG00000079267 (geneExprCor) ENSDARG00000022817	0.82323054113434
ENSDARG00000086425 (geneExprCor) ENSDARG00000012261	0.814109546194591
ENSDARG00000087061 (geneExprCor) ENSDARG00000007601	0.870659587467964
ENSDARG00000087061 (geneExprCor) ENSDARG00000011932	0.844729563823964
ENSDARG00000087061 (geneExprCor) ENSDARG00000037551	0.878494715644693
ENSDARG00000087061 (geneExprCor) ENSDARG00000042698	0.814488837412079
ENSDARG00000087061 (geneExprCor) ENSDARG00000056387	0.81414462170832
ENSDARG00000087061 (geneExprCor) ENSDARG00000057368	0.807604481728855
ENSDARG00000087061 (geneExprCor) ENSDARG00000068398	0.842365353475423
ENSDARG00000087061 (geneExprCor) ENSDARG00000078784	0.831160895315977
ENSDARG00000087554 (geneExprCor) ENSDARG00000019339	0.817373355514929
ENSDARG00000087554 (geneExprCor) ENSDARG00000021579	0.847755524183014
ENSDARG00000087554 (geneExprCor) ENSDARG00000070656	0.853334139336865
ENSDARG00000087554 (geneExprCor) ENSDARG00000078654	0.824986335912614
ENSDARG00000088178 (geneExprCor) ENSDARG00000004735	0.84485297049059
ENSDARG00000088178 (geneExprCor) ENSDARG00000012949	0.850973413837558
ENSDARG00000088178 (geneExprCor) ENSDARG00000025847	0.827693452454313
ENSDARG00000088178 (geneExprCor) ENSDARG00000040184	0.820392263079765
ENSDARG00000090194 (geneExprCor) ENSDARG00000022817	0.809470899390518
ENSDARG00000090975 (geneExprCor) ENSDARG00000000887	0.884297710175637
ENSDARG00000090975 (geneExprCor) ENSDARG00000014209	0.815209438387778
ENSDARG00000090975 (geneExprCor) ENSDARG00000037551	0.838200690650897
ENSDARG00000090975 (geneExprCor) ENSDARG00000042683	0.812572382796076
ENSDARG00000090975 (geneExprCor) ENSDARG00000042698	0.874218767212578
ENSDARG00000090975 (geneExprCor) ENSDARG00000070858	0.815961437652864
ENSDARG00000090975 (geneExprCor) ENSDARG00000073998	0.822433621881674
ENSDARG00000091627 (geneExprCor) ENSDARG00000000887	0.983276681945652
ENSDARG00000091627 (geneExprCor) ENSDARG00000004874	0.848819679187839
ENSDARG00000091627 (geneExprCor) ENSDARG00000007601	0.883646150673677
ENSDARG00000091627 (geneExprCor) ENSDARG00000011932	0.858162767577642
ENSDARG00000091627 (geneExprCor) ENSDARG00000014039	0.830641917441321
ENSDARG00000091627 (geneExprCor) ENSDARG00000014209	0.926568036371863
ENSDARG00000091627 (geneExprCor) ENSDARG00000037551	0.897562726119092
ENSDARG00000091627 (geneExprCor) ENSDARG00000037874	0.852297473293614
ENSDARG00000091627 (geneExprCor) ENSDARG00000042683	0.853296819721439
ENSDARG00000091627 (geneExprCor) ENSDARG00000042698	0.927686315307809
ENSDARG00000091627 (geneExprCor) ENSDARG00000042956	0.881296447313162
ENSDARG00000091627 (geneExprCor) ENSDARG00000045580	0.802798758248893
ENSDARG00000091627 (geneExprCor) ENSDARG00000052894	0.879916760711208
ENSDARG00000091627 (geneExprCor) ENSDARG00000056387	0.894199279026831
ENSDARG00000091627 (geneExprCor) ENSDARG00000057368	0.840451756844019
ENSDARG00000091627 (geneExprCor) ENSDARG00000062402	0.835083882379585
ENSDARG00000091627 (geneExprCor) ENSDARG00000062598	0.873751620569315
ENSDARG00000091627 (geneExprCor) ENSDARG00000069758	0.800726601143948
ENSDARG00000091627 (geneExprCor) ENSDARG00000070126	0.887458696835598
ENSDARG00000091627 (geneExprCor) ENSDARG00000070858	0.816632810819642
ENSDARG00000091627 (geneExprCor) ENSDARG00000073998	0.840756389466641
ENSDARG00000091627 (geneExprCor) ENSDARG00000075301	0.867760212315372
ENSDARG00000091627 (geneExprCor) ENSDARG00000078784	0.804574246382839
ENSDARG00000091627 (geneExprCor) ENSDARG00000087061	0.822898855130041
ENSDARG00000091627 (geneExprCor) ENSDARG00000090975	0.88002988340827
ENSDARG00000091756 (geneExprCor) ENSDARG00000004588	0.865337282916401
ENSDARG00000091756 (geneExprCor) ENSDARG00000005551	0.81033615179228
ENSDARG00000091756 (geneExprCor) ENSDARG00000012820	0.90475299395019
ENSDARG00000091756 (geneExprCor) ENSDARG00000013351	0.872602010732514
ENSDARG00000091756 (geneExprCor) ENSDARG00000016484	0.880221215842523
ENSDARG00000091756 (geneExprCor) ENSDARG00000017762	0.880347503793693
ENSDARG00000091756 (geneExprCor) ENSDARG00000023272	0.898995779432105
ENSDARG00000091756 (geneExprCor) ENSDARG00000025847	0.897493798377646
ENSDARG00000091756 (geneExprCor) ENSDARG00000035325	0.810451663078549
ENSDARG00000091756 (geneExprCor) ENSDARG00000054562	0.808432609799104
ENSDARG00000091756 (geneExprCor) ENSDARG00000069552	0.866870949157132
ENSDARG00000091756 (geneExprCor) ENSDARG00000078118	0.875249331624655
ENSDARG00000092578 (geneExprCor) ENSDARG00000042698	0.813746933514994
ENSDARG00000092578 (geneExprCor) ENSDARG00000068221	0.829803736515535
ENSDARG00000092578 (geneExprCor) ENSDARG00000068398	0.80146836352458
ENSDARG00000092578 (geneExprCor) ENSDARG00000070858	0.823156578095024
ENSDARG00000092578 (geneExprCor) ENSDARG00000078784	0.810736224262685
ENSDARG00000092578 (geneExprCor) ENSDARG00000087061	0.837906563918521
ENSDARG00000092889 (geneExprCor) ENSDARG00000000887	0.943916658218774
ENSDARG00000092889 (geneExprCor) ENSDARG00000004874	0.812195320238987
ENSDARG00000092889 (geneExprCor) ENSDARG00000007601	0.896461439739883
ENSDARG00000092889 (geneExprCor) ENSDARG00000011932	0.906898544496944
ENSDARG00000092889 (geneExprCor) ENSDARG00000014039	0.827206835668926
ENSDARG00000092889 (geneExprCor) ENSDARG00000014209	0.924614322974083
ENSDARG00000092889 (geneExprCor) ENSDARG00000022817	0.863373429127538
ENSDARG00000092889 (geneExprCor) ENSDARG00000037551	0.912223970558177
ENSDARG00000092889 (geneExprCor) ENSDARG00000037874	0.819817089125281
ENSDARG00000092889 (geneExprCor) ENSDARG00000042683	0.824686086007443
ENSDARG00000092889 (geneExprCor) ENSDARG00000042698	0.904455192675492
ENSDARG00000092889 (geneExprCor) ENSDARG00000042956	0.839733874527168
ENSDARG00000092889 (geneExprCor) ENSDARG00000052894	0.858206835234889
ENSDARG00000092889 (geneExprCor) ENSDARG00000056387	0.899333789912162
ENSDARG00000092889 (geneExprCor) ENSDARG00000057368	0.87310268717121
ENSDARG00000092889 (geneExprCor) ENSDARG00000063186	0.820042233686224
ENSDARG00000092889 (geneExprCor) ENSDARG00000069758	0.817332386022323
ENSDARG00000092889 (geneExprCor) ENSDARG00000070126	0.899273688772091
ENSDARG00000092889 (geneExprCor) ENSDARG00000070858	0.801774095961844
ENSDARG00000092889 (geneExprCor) ENSDARG00000073998	0.883656366188445
ENSDARG00000092889 (geneExprCor) ENSDARG00000075301	0.846757857955789
ENSDARG00000092889 (geneExprCor) ENSDARG00000087061	0.819798300489747
ENSDARG00000092889 (geneExprCor) ENSDARG00000090975	0.859602683127514
ENSDARG00000092889 (geneExprCor) ENSDARG00000091627	0.952097576182902
ENSDARG00000092996 (geneExprCor) ENSDARG00000000887	0.879661896906655
ENSDARG00000092996 (geneExprCor) ENSDARG00000004874	0.80748413458685
ENSDARG00000092996 (geneExprCor) ENSDARG00000007601	0.945792166216821
ENSDARG00000092996 (geneExprCor) ENSDARG00000011932	0.941531324999358
ENSDARG00000092996 (geneExprCor) ENSDARG00000014039	0.843923563410357
ENSDARG00000092996 (geneExprCor) ENSDARG00000014209	0.886483542247994
ENSDARG00000092996 (geneExprCor) ENSDARG00000037551	0.940773995335979
ENSDARG00000092996 (geneExprCor) ENSDARG00000037874	0.825587386315355
ENSDARG00000092996 (geneExprCor) ENSDARG00000042698	0.861552744589388
ENSDARG00000092996 (geneExprCor) ENSDARG00000042956	0.859934737581677
ENSDARG00000092996 (geneExprCor) ENSDARG00000052894	0.877063834255786
ENSDARG00000092996 (geneExprCor) ENSDARG00000056387	0.9057744283392
ENSDARG00000092996 (geneExprCor) ENSDARG00000057368	0.860667843714569
ENSDARG00000092996 (geneExprCor) ENSDARG00000063186	0.822841928007572
ENSDARG00000092996 (geneExprCor) ENSDARG00000068221	0.801193367499976
ENSDARG00000092996 (geneExprCor) ENSDARG00000070126	0.901396459448247
ENSDARG00000092996 (geneExprCor) ENSDARG00000073998	0.833621996888853
ENSDARG00000092996 (geneExprCor) ENSDARG00000075301	0.822695485273338
ENSDARG00000092996 (geneExprCor) ENSDARG00000078784	0.87503008994856
ENSDARG00000092996 (geneExprCor) ENSDARG00000087061	0.925809740255599
ENSDARG00000092996 (geneExprCor) ENSDARG00000091627	0.894183290697641
ENSDARG00000092996 (geneExprCor) ENSDARG00000092889	0.893509927172352
ENSDARG00000093126 (geneExprCor) ENSDARG00000025615	0.823735504163769
ENSDARG00000093126 (geneExprCor) ENSDARG00000037874	0.816391111531111
ENSDARG00000093126 (geneExprCor) ENSDARG00000042956	0.816105975905381
ENSDARG00000093126 (geneExprCor) ENSDARG00000090708	0.838331169317109
ENSDARG00000093535 (geneExprCor) ENSDARG00000007601	0.803303100434108
ENSDARG00000093535 (geneExprCor) ENSDARG00000021115	0.836098239712547
ENSDARG00000093535 (geneExprCor) ENSDARG00000026170	0.804366685330331
ENSDARG00000093535 (geneExprCor) ENSDARG00000042616	0.825799465317772
ENSDARG00000093535 (geneExprCor) ENSDARG00000056387	0.822601397684648
ENSDARG00000093535 (geneExprCor) ENSDARG00000057368	0.830505125491227
ENSDARG00000093535 (geneExprCor) ENSDARG00000062402	0.816917448955836
ENSDARG00000093535 (geneExprCor) ENSDARG00000070337	0.824102492400943
ENSDARG00000093535 (geneExprCor) ENSDARG00000091627	0.812590921929003
ENSDARG00000093600 (geneExprCor) ENSDARG00000025615	0.855328919792686
ENSDARG00000093600 (geneExprCor) ENSDARG00000042956	0.899436808280546
ENSDARG00000093600 (geneExprCor) ENSDARG00000093126	0.81580065873969
ENSDARG00000093612 (geneExprCor) ENSDARG00000000887	0.942776987923227
ENSDARG00000093612 (geneExprCor) ENSDARG00000002956	0.819999905804247
ENSDARG00000093612 (geneExprCor) ENSDARG00000004874	0.833552355194372
ENSDARG00000093612 (geneExprCor) ENSDARG00000007601	0.914369004189298
ENSDARG00000093612 (geneExprCor) ENSDARG00000011932	0.841416810639242
ENSDARG00000093612 (geneExprCor) ENSDARG00000014039	0.91739677237772
ENSDARG00000093612 (geneExprCor) ENSDARG00000014209	0.938070078585656
ENSDARG00000093612 (geneExprCor) ENSDARG00000037551	0.912265552236727
ENSDARG00000093612 (geneExprCor) ENSDARG00000037874	0.873374867327353
ENSDARG00000093612 (geneExprCor) ENSDARG00000042683	0.895469843390855
ENSDARG00000093612 (geneExprCor) ENSDARG00000042698	0.93792046312872
ENSDARG00000093612 (geneExprCor) ENSDARG00000042956	0.8532729319968
ENSDARG00000093612 (geneExprCor) ENSDARG00000045580	0.804442864926386
ENSDARG00000093612 (geneExprCor) ENSDARG00000052894	0.888688795552736
ENSDARG00000093612 (geneExprCor) ENSDARG00000056387	0.856638384262451
ENSDARG00000093612 (geneExprCor) ENSDARG00000057368	0.816121766717781
ENSDARG00000093612 (geneExprCor) ENSDARG00000063186	0.813348118766368
ENSDARG00000093612 (geneExprCor) ENSDARG00000068221	0.825730160417394
ENSDARG00000093612 (geneExprCor) ENSDARG00000070126	0.843781832716503
ENSDARG00000093612 (geneExprCor) ENSDARG00000070858	0.878639751673226
ENSDARG00000093612 (geneExprCor) ENSDARG00000073998	0.939020495548619
ENSDARG00000093612 (geneExprCor) ENSDARG00000075301	0.827353981710015
ENSDARG00000093612 (geneExprCor) ENSDARG00000090975	0.846846642598305
ENSDARG00000093612 (geneExprCor) ENSDARG00000091627	0.907723822929355
ENSDARG00000093612 (geneExprCor) ENSDARG00000092889	0.906618300704534
ENSDARG00000093612 (geneExprCor) ENSDARG00000092996	0.857979111972008
ENSDARG00000093709 (geneExprCor) ENSDARG00000000887	0.804616048342121
ENSDARG00000093709 (geneExprCor) ENSDARG00000014039	0.809705962383293
ENSDARG00000093709 (geneExprCor) ENSDARG00000014209	0.839413815539007
ENSDARG00000093709 (geneExprCor) ENSDARG00000042698	0.814932640318831
ENSDARG00000093709 (geneExprCor) ENSDARG00000070858	0.801943998314429
ENSDARG00000093709 (geneExprCor) ENSDARG00000093612	0.823074258507461
ENSDARG00000094131 (geneExprCor) ENSDARG00000000887	0.891694414047084
ENSDARG00000094131 (geneExprCor) ENSDARG00000007601	0.842502139455028
ENSDARG00000094131 (geneExprCor) ENSDARG00000011932	0.817110937128312
ENSDARG00000094131 (geneExprCor) ENSDARG00000014039	0.839722229935252
ENSDARG00000094131 (geneExprCor) ENSDARG00000014209	0.915068188022764
ENSDARG00000094131 (geneExprCor) ENSDARG00000037551	0.845910535365072
ENSDARG00000094131 (geneExprCor) ENSDARG00000042683	0.800941116944592
ENSDARG00000094131 (geneExprCor) ENSDARG00000042698	0.866120122095935
ENSDARG00000094131 (geneExprCor) ENSDARG00000052894	0.802755055921813
ENSDARG00000094131 (geneExprCor) ENSDARG00000062598	0.804738208612526
ENSDARG00000094131 (geneExprCor) ENSDARG00000068221	0.804742386906879
ENSDARG00000094131 (geneExprCor) ENSDARG00000070126	0.81306062045256
ENSDARG00000094131 (geneExprCor) ENSDARG00000070858	0.843638843492916
ENSDARG00000094131 (geneExprCor) ENSDARG00000073998	0.919408844509659
ENSDARG00000094131 (geneExprCor) ENSDARG00000090975	0.838435173734299
ENSDARG00000094131 (geneExprCor) ENSDARG00000091627	0.84340029246225
ENSDARG00000094131 (geneExprCor) ENSDARG00000092889	0.85521053235462
ENSDARG00000094131 (geneExprCor) ENSDARG00000093612	0.948757222586215
ENSDARG00000094131 (geneExprCor) ENSDARG00000093709	0.8246356983022
ENSDARG00000094232 (geneExprCor) ENSDARG00000037551	0.826907324909231
ENSDARG00000094282 (geneExprCor) ENSDARG00000007601	0.827347846864304
ENSDARG00000094282 (geneExprCor) ENSDARG00000014039	0.838000558556366
ENSDARG00000094282 (geneExprCor) ENSDARG00000014209	0.810640338785924
ENSDARG00000094282 (geneExprCor) ENSDARG00000037874	0.897811826437027
ENSDARG00000094282 (geneExprCor) ENSDARG00000052894	0.861225932237544
ENSDARG00000094282 (geneExprCor) ENSDARG00000067815	0.839787856984289
ENSDARG00000094282 (geneExprCor) ENSDARG00000073998	0.803345307993015
ENSDARG00000094282 (geneExprCor) ENSDARG00000075301	0.817651569890242
ENSDARG00000094282 (geneExprCor) ENSDARG00000093535	0.817737692220629
ENSDARG00000094282 (geneExprCor) ENSDARG00000093612	0.82839542431028
ENSDARG00000094282 (geneExprCor) ENSDARG00000093709	0.80038968619361
ENSDARG00000094537 (geneExprCor) ENSDARG00000000887	0.863290068246842
ENSDARG00000094537 (geneExprCor) ENSDARG00000004874	0.818844384730844
ENSDARG00000094537 (geneExprCor) ENSDARG00000014039	0.812395041090131
ENSDARG00000094537 (geneExprCor) ENSDARG00000014209	0.858950617573726
ENSDARG00000094537 (geneExprCor) ENSDARG00000042683	0.806163115692755
ENSDARG00000094537 (geneExprCor) ENSDARG00000070126	0.821581225620731
ENSDARG00000094537 (geneExprCor) ENSDARG00000075301	0.82291232052398
ENSDARG00000094537 (geneExprCor) ENSDARG00000091627	0.841599043893145
ENSDARG00000094537 (geneExprCor) ENSDARG00000092889	0.839049912646815
ENSDARG00000094537 (geneExprCor) ENSDARG00000093612	0.815042427362178
ENSDARG00000094557 (geneExprCor) ENSDARG00000012820	0.801728082320051
ENSDARG00000094557 (geneExprCor) ENSDARG00000016484	0.807353997606324
ENSDARG00000094557 (geneExprCor) ENSDARG00000033440	0.826174179631745
ENSDARG00000094668 (geneExprCor) ENSDARG00000007601	0.836337707055673
ENSDARG00000094668 (geneExprCor) ENSDARG00000037551	0.853406720747226
ENSDARG00000094668 (geneExprCor) ENSDARG00000052894	0.874876012479684
ENSDARG00000094668 (geneExprCor) ENSDARG00000070126	0.805471580912112
ENSDARG00000094668 (geneExprCor) ENSDARG00000075301	0.826434575259054
ENSDARG00000094668 (geneExprCor) ENSDARG00000078784	0.856514508075975
ENSDARG00000094668 (geneExprCor) ENSDARG00000087061	0.805468772878634
ENSDARG00000094668 (geneExprCor) ENSDARG00000092996	0.825255717760295
ENSDARG00000094668 (geneExprCor) ENSDARG00000094232	0.814743297683977
ENSDARG00000094681 (geneExprCor) ENSDARG00000000887	0.929306332004765
ENSDARG00000094681 (geneExprCor) ENSDARG00000004874	0.827917005244925
ENSDARG00000094681 (geneExprCor) ENSDARG00000007601	0.841512954025869
ENSDARG00000094681 (geneExprCor) ENSDARG00000014039	0.843140130717105
ENSDARG00000094681 (geneExprCor) ENSDARG00000014209	0.90071138706244
ENSDARG00000094681 (geneExprCor) ENSDARG00000037551	0.905820295364847
ENSDARG00000094681 (geneExprCor) ENSDARG00000037874	0.815279998488414
ENSDARG00000094681 (geneExprCor) ENSDARG00000042683	0.872839207454187
ENSDARG00000094681 (geneExprCor) ENSDARG00000042698	0.927443191827474
ENSDARG00000094681 (geneExprCor) ENSDARG00000042956	0.855183774188097
ENSDARG00000094681 (geneExprCor) ENSDARG00000045580	0.822509099048959
ENSDARG00000094681 (geneExprCor) ENSDARG00000052894	0.82630123477549
ENSDARG00000094681 (geneExprCor) ENSDARG00000054789	0.812070771500574
ENSDARG00000094681 (geneExprCor) ENSDARG00000056387	0.839879010949897
ENSDARG00000094681 (geneExprCor) ENSDARG00000070126	0.824450351037104
ENSDARG00000094681 (geneExprCor) ENSDARG00000070858	0.818449422025227
ENSDARG00000094681 (geneExprCor) ENSDARG00000073998	0.80530808078259
ENSDARG00000094681 (geneExprCor) ENSDARG00000075301	0.831096709368478
ENSDARG00000094681 (geneExprCor) ENSDARG00000087061	0.803326156797432
ENSDARG00000094681 (geneExprCor) ENSDARG00000090975	0.888117603165698
ENSDARG00000094681 (geneExprCor) ENSDARG00000091627	0.903212089405264
ENSDARG00000094681 (geneExprCor) ENSDARG00000092889	0.852520191350146
ENSDARG00000094681 (geneExprCor) ENSDARG00000092996	0.84879403995268
ENSDARG00000094681 (geneExprCor) ENSDARG00000093126	0.815975510606621
ENSDARG00000094681 (geneExprCor) ENSDARG00000093612	0.875602365079528
ENSDARG00000094719 (geneExprCor) ENSDARG00000042698	0.822839776506245
ENSDARG00000094719 (geneExprCor) ENSDARG00000045580	0.841420571867196
ENSDARG00000094719 (geneExprCor) ENSDARG00000070858	0.820639286254659
ENSDARG00000094977 (geneExprCor) ENSDARG00000070656	0.803363079557012
ENSDARG00000095046 (geneExprCor) ENSDARG00000076290	0.850339510623724
ENSDARG00000095057 (geneExprCor) ENSDARG00000000887	0.844111634307623
ENSDARG00000095057 (geneExprCor) ENSDARG00000014209	0.85296333086893
ENSDARG00000095057 (geneExprCor) ENSDARG00000037551	0.849110514526026
ENSDARG00000095057 (geneExprCor) ENSDARG00000042698	0.81100096791274
ENSDARG00000095057 (geneExprCor) ENSDARG00000042956	0.861204832399096
ENSDARG00000095057 (geneExprCor) ENSDARG00000062598	0.806384689069049
ENSDARG00000095057 (geneExprCor) ENSDARG00000091627	0.833591851685196
ENSDARG00000095057 (geneExprCor) ENSDARG00000092996	0.82605801249678
ENSDARG00000095057 (geneExprCor) ENSDARG00000093126	0.817521854367753
ENSDARG00000095057 (geneExprCor) ENSDARG00000094681	0.905941673030497
ENSDARG00000095743 (geneExprCor) ENSDARG00000001859	0.845679768199241
ENSDARG00000095743 (geneExprCor) ENSDARG00000004588	0.833342760569506
ENSDARG00000095743 (geneExprCor) ENSDARG00000005551	0.804095053134761
ENSDARG00000095743 (geneExprCor) ENSDARG00000006003	0.860904192423633
ENSDARG00000095743 (geneExprCor) ENSDARG00000007960	0.854749661960283
ENSDARG00000095743 (geneExprCor) ENSDARG00000014017	0.839786192782037
ENSDARG00000095743 (geneExprCor) ENSDARG00000020702	0.835735142860174
ENSDARG00000095743 (geneExprCor) ENSDARG00000025847	0.831127838323941
ENSDARG00000095743 (geneExprCor) ENSDARG00000038695	0.850591608851733
ENSDARG00000095743 (geneExprCor) ENSDARG00000040184	0.813845844019746
ENSDARG00000095743 (geneExprCor) ENSDARG00000052856	0.852043849087142
ENSDARG00000095743 (geneExprCor) ENSDARG00000053301	0.821243943548357
ENSDARG00000095743 (geneExprCor) ENSDARG00000054562	0.848286417389935
ENSDARG00000095743 (geneExprCor) ENSDARG00000070656	0.803456382680661
ENSDARG00000095743 (geneExprCor) ENSDARG00000078118	0.837583634375654
ENSDARG00000095822 (geneExprCor) ENSDARG00000090194	0.915604653580731
ENSDARG00000095904 (geneExprCor) ENSDARG00000012261	0.822442102132086
ENSDARG00000095904 (geneExprCor) ENSDARG00000035559	0.831439859089493
ENSDARG00000095904 (geneExprCor) ENSDARG00000040440	0.840048566114905
ENSDARG00000095904 (geneExprCor) ENSDARG00000055838	0.804320603105389
ENSDARG00000095904 (geneExprCor) ENSDARG00000058328	0.876234829705918
ENSDARG00000095948 (geneExprCor) ENSDARG00000092578	0.857859850752106
ENSDARG00000096455 (geneExprCor) ENSDARG00000005945	0.820624918339695
ENSDARG00000096455 (geneExprCor) ENSDARG00000070126	0.815424774714857
ENSDARG00000096455 (geneExprCor) ENSDARG00000073998	0.813031323170581
ENSDARG00000096455 (geneExprCor) ENSDARG00000090975	0.826902230814273
ENSDARG00000096455 (geneExprCor) ENSDARG00000092889	0.836989518133983
ENSDARG00000096455 (geneExprCor) ENSDARG00000094131	0.833313350195211
ENSDARG00000096603 (geneExprCor) ENSDARG00000035559	0.820553552707362
ENSDARG00000096603 (geneExprCor) ENSDARG00000077536	0.81931621676592
ENSDARG00000096603 (geneExprCor) ENSDARG00000095904	0.840233926430368
ENSDARG00000096863 (geneExprCor) ENSDARG00000094668	0.805760611988548
ENSDARG00000097269 (geneExprCor) ENSDARG00000000887	0.976301145889601
ENSDARG00000097269 (geneExprCor) ENSDARG00000004874	0.885730246803217
ENSDARG00000097269 (geneExprCor) ENSDARG00000007601	0.933388790908767
ENSDARG00000097269 (geneExprCor) ENSDARG00000011932	0.879537689070987
ENSDARG00000097269 (geneExprCor) ENSDARG00000014039	0.93129894953155
ENSDARG00000097269 (geneExprCor) ENSDARG00000014209	0.970790388299982
ENSDARG00000097269 (geneExprCor) ENSDARG00000037551	0.954532539257981
ENSDARG00000097269 (geneExprCor) ENSDARG00000037874	0.885167174170212
ENSDARG00000097269 (geneExprCor) ENSDARG00000042683	0.89161988792396
ENSDARG00000097269 (geneExprCor) ENSDARG00000042698	0.943036857555845
ENSDARG00000097269 (geneExprCor) ENSDARG00000042956	0.882498942621616
ENSDARG00000097269 (geneExprCor) ENSDARG00000045580	0.81965703201512
ENSDARG00000097269 (geneExprCor) ENSDARG00000052894	0.92085330063615
ENSDARG00000097269 (geneExprCor) ENSDARG00000056387	0.875561816986479
ENSDARG00000097269 (geneExprCor) ENSDARG00000057368	0.804960817183901
ENSDARG00000097269 (geneExprCor) ENSDARG00000062402	0.812389941673405
ENSDARG00000097269 (geneExprCor) ENSDARG00000062598	0.834279823115863
ENSDARG00000097269 (geneExprCor) ENSDARG00000063186	0.817476715720854
ENSDARG00000097269 (geneExprCor) ENSDARG00000070126	0.897878674316205
ENSDARG00000097269 (geneExprCor) ENSDARG00000070858	0.853704919298777
ENSDARG00000097269 (geneExprCor) ENSDARG00000073998	0.928497001959054
ENSDARG00000097269 (geneExprCor) ENSDARG00000075301	0.87922344939451
ENSDARG00000097269 (geneExprCor) ENSDARG00000078784	0.833715993863339
ENSDARG00000097269 (geneExprCor) ENSDARG00000090975	0.874544936617888
ENSDARG00000097269 (geneExprCor) ENSDARG00000091627	0.947149821761015
ENSDARG00000097269 (geneExprCor) ENSDARG00000092889	0.929770221720374
ENSDARG00000097269 (geneExprCor) ENSDARG00000092996	0.90719342502709
ENSDARG00000097269 (geneExprCor) ENSDARG00000093612	0.969437273184119
ENSDARG00000097269 (geneExprCor) ENSDARG00000093709	0.820679952714464
ENSDARG00000097269 (geneExprCor) ENSDARG00000094131	0.915499007833244
ENSDARG00000097269 (geneExprCor) ENSDARG00000094282	0.824849216272183
ENSDARG00000097269 (geneExprCor) ENSDARG00000094537	0.854759685863668
ENSDARG00000097269 (geneExprCor) ENSDARG00000094681	0.937125934578605
ENSDARG00000097269 (geneExprCor) ENSDARG00000095057	0.853909742269951
ENSDARG00000097406 (geneExprCor) ENSDARG00000067815	0.85620115118628
ENSDARG00000097406 (geneExprCor) ENSDARG00000093612	0.814397952284509
ENSDARG00000097637 (geneExprCor) ENSDARG00000094681	0.810162075417579
ENSDARG00000097807 (geneExprCor) ENSDARG00000037551	0.817905801854874
ENSDARG00000097932 (geneExprCor) ENSDARG00000007601	0.852511526766694
ENSDARG00000097932 (geneExprCor) ENSDARG00000011932	0.874770776557092
ENSDARG00000097932 (geneExprCor) ENSDARG00000014209	0.830556258816223
ENSDARG00000097932 (geneExprCor) ENSDARG00000037551	0.825586841640855
ENSDARG00000097932 (geneExprCor) ENSDARG00000037874	0.840861264737731
ENSDARG00000097932 (geneExprCor) ENSDARG00000052894	0.802720811232166
ENSDARG00000097932 (geneExprCor) ENSDARG00000056387	0.829942833793149
ENSDARG00000097932 (geneExprCor) ENSDARG00000070126	0.871129775493852
ENSDARG00000097932 (geneExprCor) ENSDARG00000073998	0.803855078798531
ENSDARG00000097932 (geneExprCor) ENSDARG00000091627	0.807533424140184
ENSDARG00000097932 (geneExprCor) ENSDARG00000092889	0.854846831187323
ENSDARG00000097932 (geneExprCor) ENSDARG00000092996	0.849788107057367
ENSDARG00000097932 (geneExprCor) ENSDARG00000094282	0.856510827702923
ENSDARG00000097932 (geneExprCor) ENSDARG00000094668	0.802362861302682
ENSDARG00000097932 (geneExprCor) ENSDARG00000097269	0.82082455888379
ENSDARG00000097992 (geneExprCor) ENSDARG00000007601	0.819229950098952
ENSDARG00000097992 (geneExprCor) ENSDARG00000037551	0.846686607250513
ENSDARG00000097992 (geneExprCor) ENSDARG00000052894	0.802238186838226
ENSDARG00000097992 (geneExprCor) ENSDARG00000078784	0.844272538246335
ENSDARG00000097992 (geneExprCor) ENSDARG00000087061	0.8323546079159
