ENSDARG00000000001
ENSDARG00000008020
ENSDARG00000008100
ENSDARG00000008182
ENSDARG00000008184
ENSDARG00000008186
ENSDARG00000008237
ENSDARG00000008306
ENSDARG00000008333
ENSDARG00000008363
ENSDARG00000008383
ENSDARG00000008454
ENSDARG00000008540
ENSDARG00000008541
ENSDARG00000008720
ENSDARG00000008772
ENSDARG00000008811
ENSDARG00000008840
ENSDARG00000008861
ENSDARG00000008867
ENSDARG00000009014
ENSDARG00000009087
ENSDARG00000009153
ENSDARG00000009194
ENSDARG00000009212
ENSDARG00000009280
ENSDARG00000009336
ENSDARG00000009351
ENSDARG00000009484
ENSDARG00000009534
ENSDARG00000009702
ENSDARG00000009942
ENSDARG00000010244
ENSDARG00000010252
ENSDARG00000010255
ENSDARG00000010266
ENSDARG00000010317
ENSDARG00000010384
ENSDARG00000010420
ENSDARG00000010423
ENSDARG00000010478
ENSDARG00000010482
ENSDARG00000010487
ENSDARG00000010555
ENSDARG00000010556
ENSDARG00000010591
ENSDARG00000010602
ENSDARG00000010619
ENSDARG00000010625
ENSDARG00000010641
ENSDARG00000010658
ENSDARG00000010721
ENSDARG00000010729
ENSDARG00000010756
ENSDARG00000010792
ENSDARG00000010948
ENSDARG00000010965
ENSDARG00000011020
ENSDARG00000011094
ENSDARG00000011166
ENSDARG00000011196
ENSDARG00000011201
ENSDARG00000011235
ENSDARG00000011376
ENSDARG00000011407
ENSDARG00000011422
ENSDARG00000011449
ENSDARG00000011510
ENSDARG00000011545
ENSDARG00000011573
ENSDARG00000011579
ENSDARG00000011581
ENSDARG00000011609
ENSDARG00000011615
ENSDARG00000011671
ENSDARG00000011863
ENSDARG00000011897
ENSDARG00000011932
ENSDARG00000012019
ENSDARG00000012040
ENSDARG00000012073
ENSDARG00000012076
ENSDARG00000012126
ENSDARG00000012247
ENSDARG00000012274
ENSDARG00000012311
ENSDARG00000012381
ENSDARG00000012395
ENSDARG00000012399
ENSDARG00000012405
ENSDARG00000012422
ENSDARG00000012450
ENSDARG00000012485
ENSDARG00000012513
ENSDARG00000012729
ENSDARG00000012776
ENSDARG00000012881
ENSDARG00000012914
ENSDARG00000012944
ENSDARG00000012987
ENSDARG00000013024
ENSDARG00000013031
ENSDARG00000013063
ENSDARG00000013082
ENSDARG00000013153
ENSDARG00000013161
ENSDARG00000013250
ENSDARG00000013251
ENSDARG00000013351
ENSDARG00000013390
ENSDARG00000013443
ENSDARG00000013476
ENSDARG00000013505
ENSDARG00000013522
ENSDARG00000013526
ENSDARG00000013539
ENSDARG00000013613
ENSDARG00000013670
ENSDARG00000013719
ENSDARG00000013749
ENSDARG00000013755
ENSDARG00000013763
ENSDARG00000013771
ENSDARG00000013843
ENSDARG00000013856
ENSDARG00000013858
ENSDARG00000013926
ENSDARG00000013938
ENSDARG00000013946
ENSDARG00000014004
ENSDARG00000014017
ENSDARG00000014047
ENSDARG00000014159
ENSDARG00000014165
ENSDARG00000014179
ENSDARG00000014233
ENSDARG00000014427
ENSDARG00000014517
ENSDARG00000014591
ENSDARG00000014657
ENSDARG00000014803
ENSDARG00000014804
ENSDARG00000014840
ENSDARG00000014927
ENSDARG00000014943
ENSDARG00000014975
ENSDARG00000015006
ENSDARG00000015065
ENSDARG00000015068
ENSDARG00000015070
ENSDARG00000015088
ENSDARG00000015111
ENSDARG00000015149
ENSDARG00000015156
ENSDARG00000015239
ENSDARG00000015254
ENSDARG00000015278
ENSDARG00000015315
ENSDARG00000015343
ENSDARG00000015356
ENSDARG00000015427
ENSDARG00000015445
ENSDARG00000015460
ENSDARG00000015551
ENSDARG00000015623
ENSDARG00000015628
ENSDARG00000015709
ENSDARG00000015829
ENSDARG00000015887
ENSDARG00000015921
ENSDARG00000016016
ENSDARG00000016156
ENSDARG00000016188
ENSDARG00000016200
ENSDARG00000016213
ENSDARG00000016227
ENSDARG00000016421
ENSDARG00000016457
ENSDARG00000016477
ENSDARG00000016541
ENSDARG00000016607
ENSDARG00000016623
ENSDARG00000016651
ENSDARG00000016725
ENSDARG00000016730
ENSDARG00000016774
ENSDARG00000016775
ENSDARG00000016789
ENSDARG00000016835
ENSDARG00000016854
ENSDARG00000016864
ENSDARG00000016871
ENSDARG00000016939
ENSDARG00000016968
ENSDARG00000017036
ENSDARG00000017038
ENSDARG00000017140
ENSDARG00000017235
ENSDARG00000017255
ENSDARG00000017274
ENSDARG00000017299
ENSDARG00000017314
ENSDARG00000017489
ENSDARG00000017490
ENSDARG00000017504
ENSDARG00000017565
ENSDARG00000017579
ENSDARG00000017617
ENSDARG00000017624
ENSDARG00000017653
ENSDARG00000017658
ENSDARG00000017687
ENSDARG00000017744
ENSDARG00000017748
ENSDARG00000017799
ENSDARG00000017874
ENSDARG00000017905
ENSDARG00000018105
ENSDARG00000018124
ENSDARG00000018165
ENSDARG00000018263
ENSDARG00000018264
ENSDARG00000018283
ENSDARG00000018411
ENSDARG00000018432
ENSDARG00000018461
ENSDARG00000018491
ENSDARG00000018553
ENSDARG00000018569
ENSDARG00000018587
ENSDARG00000018687
ENSDARG00000018698
ENSDARG00000018881
ENSDARG00000018923
ENSDARG00000018953
ENSDARG00000019062
ENSDARG00000019113
ENSDARG00000019130
ENSDARG00000019137
ENSDARG00000019191
ENSDARG00000019235
ENSDARG00000019236
ENSDARG00000019339
ENSDARG00000019353
ENSDARG00000019398
ENSDARG00000019444
ENSDARG00000019521
ENSDARG00000019763
ENSDARG00000019791
ENSDARG00000019838
ENSDARG00000019842
ENSDARG00000019861
ENSDARG00000019902
ENSDARG00000019924
ENSDARG00000019998
ENSDARG00000020007
ENSDARG00000020046
ENSDARG00000020107
ENSDARG00000020114
ENSDARG00000020122
ENSDARG00000020187
ENSDARG00000020224
ENSDARG00000020326
ENSDARG00000020504
ENSDARG00000020548
ENSDARG00000020581
ENSDARG00000020676
ENSDARG00000020761
ENSDARG00000020785
ENSDARG00000020788
ENSDARG00000020794
ENSDARG00000020887
ENSDARG00000020890
ENSDARG00000020893
ENSDARG00000020929
ENSDARG00000021021
ENSDARG00000021032
ENSDARG00000021059
ENSDARG00000021082
ENSDARG00000021124
ENSDARG00000021177
ENSDARG00000021184
ENSDARG00000021250
ENSDARG00000021309
ENSDARG00000021339
ENSDARG00000021369
ENSDARG00000021389
ENSDARG00000021480
ENSDARG00000021521
ENSDARG00000021572
ENSDARG00000021669
ENSDARG00000021688
ENSDARG00000021720
ENSDARG00000021787
ENSDARG00000021794
ENSDARG00000021859
ENSDARG00000021864
ENSDARG00000021959
ENSDARG00000021982
ENSDARG00000022129
ENSDARG00000022531
ENSDARG00000022650
ENSDARG00000022652
ENSDARG00000022817
ENSDARG00000022944
ENSDARG00000023188
ENSDARG00000023272
ENSDARG00000023330
ENSDARG00000023443
ENSDARG00000023694
ENSDARG00000023797
ENSDARG00000023989
ENSDARG00000024204
ENSDARG00000024277
ENSDARG00000024314
ENSDARG00000024365
ENSDARG00000024488
ENSDARG00000024492
ENSDARG00000024588
ENSDARG00000024744
ENSDARG00000024789
ENSDARG00000024815
ENSDARG00000024829
ENSDARG00000024877
ENSDARG00000025046
ENSDARG00000025094
ENSDARG00000025147
ENSDARG00000025301
ENSDARG00000025436
ENSDARG00000025522
ENSDARG00000025608
ENSDARG00000025615
ENSDARG00000025847
ENSDARG00000025854
ENSDARG00000025889
ENSDARG00000025903
ENSDARG00000026049
ENSDARG00000026090
ENSDARG00000026170
ENSDARG00000026178
ENSDARG00000026329
ENSDARG00000026350
ENSDARG00000026417
ENSDARG00000026454
ENSDARG00000026500
ENSDARG00000026577
ENSDARG00000026599
ENSDARG00000026616
ENSDARG00000026759
ENSDARG00000026766
ENSDARG00000026829
ENSDARG00000026908
ENSDARG00000026990
ENSDARG00000027063
ENSDARG00000027141
ENSDARG00000027154
ENSDARG00000027249
ENSDARG00000027529
ENSDARG00000027590
ENSDARG00000027611
ENSDARG00000027620
ENSDARG00000027658
ENSDARG00000028053
ENSDARG00000028088
ENSDARG00000028096
ENSDARG00000028106
ENSDARG00000028163
ENSDARG00000028213
ENSDARG00000028228
ENSDARG00000028306
ENSDARG00000028321
ENSDARG00000028335
ENSDARG00000028389
ENSDARG00000028396
ENSDARG00000028507
ENSDARG00000028552
ENSDARG00000028559
ENSDARG00000028848
ENSDARG00000028850
ENSDARG00000029019
ENSDARG00000029058
ENSDARG00000029075
ENSDARG00000029204
ENSDARG00000029406
ENSDARG00000029439
ENSDARG00000029443
ENSDARG00000029479
ENSDARG00000029695
ENSDARG00000029720
ENSDARG00000029722
ENSDARG00000029783
ENSDARG00000029856
ENSDARG00000029931
ENSDARG00000029997
ENSDARG00000030053
ENSDARG00000030108
ENSDARG00000030177
ENSDARG00000030297
ENSDARG00000030537
ENSDARG00000030608
ENSDARG00000030632
ENSDARG00000030756
ENSDARG00000030778
ENSDARG00000030830
ENSDARG00000030915
ENSDARG00000030938
ENSDARG00000030954
ENSDARG00000031046
ENSDARG00000031136
ENSDARG00000031214
ENSDARG00000031240
ENSDARG00000031359
ENSDARG00000031435
ENSDARG00000031483
ENSDARG00000031495
ENSDARG00000031511
ENSDARG00000031616
ENSDARG00000031745
ENSDARG00000031796
ENSDARG00000031814
ENSDARG00000031885
ENSDARG00000031890
ENSDARG00000031894
ENSDARG00000031915
ENSDARG00000031954
ENSDARG00000032264
ENSDARG00000032296
ENSDARG00000032372
ENSDARG00000032465
ENSDARG00000032571
ENSDARG00000032630
ENSDARG00000032631
ENSDARG00000032801
ENSDARG00000032831
ENSDARG00000032856
ENSDARG00000033042
ENSDARG00000033144
ENSDARG00000033160
ENSDARG00000033355
ENSDARG00000033361
ENSDARG00000033382
ENSDARG00000033443
ENSDARG00000033446
ENSDARG00000033566
ENSDARG00000033587
ENSDARG00000033727
ENSDARG00000033735
ENSDARG00000033738
ENSDARG00000033757
ENSDARG00000033832
ENSDARG00000033854
ENSDARG00000033950
ENSDARG00000033978
ENSDARG00000034063
ENSDARG00000034268
ENSDARG00000034313
ENSDARG00000034423
ENSDARG00000034473
ENSDARG00000034504
ENSDARG00000034572
ENSDARG00000034624
ENSDARG00000034700
ENSDARG00000034817
ENSDARG00000034836
ENSDARG00000034855
ENSDARG00000034883
ENSDARG00000034895
ENSDARG00000035009
ENSDARG00000035095
ENSDARG00000035101
ENSDARG00000035322
ENSDARG00000035325
ENSDARG00000035459
ENSDARG00000035506
ENSDARG00000035508
ENSDARG00000035519
ENSDARG00000035559
ENSDARG00000035598
ENSDARG00000035608
ENSDARG00000035618
ENSDARG00000035622
ENSDARG00000035631
ENSDARG00000035632
ENSDARG00000035676
ENSDARG00000035679
ENSDARG00000035699
ENSDARG00000035808
ENSDARG00000035809
ENSDARG00000035858
ENSDARG00000035859
ENSDARG00000035913
ENSDARG00000036028
ENSDARG00000036040
ENSDARG00000036044
ENSDARG00000036080
ENSDARG00000036104
ENSDARG00000036106
ENSDARG00000036107
ENSDARG00000036125
ENSDARG00000036161
ENSDARG00000036162
ENSDARG00000036186
ENSDARG00000036215
ENSDARG00000036239
ENSDARG00000036382
ENSDARG00000036420
ENSDARG00000036426
ENSDARG00000036445
ENSDARG00000036549
ENSDARG00000036558
ENSDARG00000036588
ENSDARG00000036628
ENSDARG00000036764
ENSDARG00000036776
ENSDARG00000036785
ENSDARG00000036787
ENSDARG00000036791
ENSDARG00000036820
ENSDARG00000036830
ENSDARG00000036832
ENSDARG00000036840
ENSDARG00000036893
ENSDARG00000036915
ENSDARG00000037000
ENSDARG00000037002
ENSDARG00000037009
ENSDARG00000037038
ENSDARG00000037097
ENSDARG00000037153
ENSDARG00000037278
ENSDARG00000037318
ENSDARG00000037361
ENSDARG00000037362
ENSDARG00000037397
ENSDARG00000037403
ENSDARG00000037408
ENSDARG00000037488
ENSDARG00000037495
ENSDARG00000037551
ENSDARG00000037554
ENSDARG00000037559
ENSDARG00000037618
ENSDARG00000037640
ENSDARG00000037645
ENSDARG00000037654
ENSDARG00000037746
ENSDARG00000037790
ENSDARG00000037805
ENSDARG00000037845
ENSDARG00000037870
ENSDARG00000037874
ENSDARG00000037891
ENSDARG00000037941
ENSDARG00000037997
ENSDARG00000038010
ENSDARG00000038011
ENSDARG00000038018
ENSDARG00000038066
ENSDARG00000038095
ENSDARG00000038099
ENSDARG00000038239
ENSDARG00000038321
ENSDARG00000038424
ENSDARG00000038428
ENSDARG00000038465
ENSDARG00000038518
ENSDARG00000038541
ENSDARG00000038559
ENSDARG00000038583
ENSDARG00000038618
ENSDARG00000038643
ENSDARG00000038646
ENSDARG00000038666
ENSDARG00000038668
ENSDARG00000038669
ENSDARG00000038716
ENSDARG00000038728
ENSDARG00000038743
ENSDARG00000038785
ENSDARG00000038822
ENSDARG00000038826
ENSDARG00000038881
ENSDARG00000038882
ENSDARG00000038981
ENSDARG00000038991
ENSDARG00000039020
ENSDARG00000039051
ENSDARG00000039142
ENSDARG00000039208
ENSDARG00000039234
ENSDARG00000039243
ENSDARG00000039351
ENSDARG00000039352
ENSDARG00000039393
ENSDARG00000039439
ENSDARG00000039490
ENSDARG00000039502
ENSDARG00000039522
ENSDARG00000039576
ENSDARG00000039657
ENSDARG00000039730
ENSDARG00000039900
ENSDARG00000039970
ENSDARG00000039979
ENSDARG00000040002
ENSDARG00000040041
ENSDARG00000040059
ENSDARG00000040072
ENSDARG00000040076
ENSDARG00000040080
ENSDARG00000040118
ENSDARG00000040121
ENSDARG00000040158
ENSDARG00000040178
ENSDARG00000040230
ENSDARG00000040265
ENSDARG00000040302
ENSDARG00000040319
ENSDARG00000040396
ENSDARG00000040445
ENSDARG00000040474
ENSDARG00000040513
ENSDARG00000040528
ENSDARG00000040643
ENSDARG00000040738
ENSDARG00000040812
ENSDARG00000040884
ENSDARG00000040917
ENSDARG00000040921
ENSDARG00000040985
ENSDARG00000041041
ENSDARG00000041060
ENSDARG00000041108
ENSDARG00000041110
ENSDARG00000041141
ENSDARG00000041179
ENSDARG00000041221
ENSDARG00000041257
ENSDARG00000041361
ENSDARG00000041391
ENSDARG00000041492
ENSDARG00000041505
ENSDARG00000041736
ENSDARG00000041835
ENSDARG00000041848
ENSDARG00000041911
ENSDARG00000041917
ENSDARG00000041923
ENSDARG00000041959
ENSDARG00000041980
ENSDARG00000041991
ENSDARG00000042000
ENSDARG00000042087
ENSDARG00000042122
ENSDARG00000042139
ENSDARG00000042151
ENSDARG00000042215
ENSDARG00000042231
ENSDARG00000042293
ENSDARG00000042379
ENSDARG00000042456
ENSDARG00000042458
ENSDARG00000042467
ENSDARG00000042496
ENSDARG00000042529
ENSDARG00000042530
ENSDARG00000042533
ENSDARG00000042535
ENSDARG00000042552
ENSDARG00000042563
ENSDARG00000042616
ENSDARG00000042620
ENSDARG00000042708
ENSDARG00000042722
ENSDARG00000042747
ENSDARG00000042833
ENSDARG00000042857
ENSDARG00000042876
ENSDARG00000042925
ENSDARG00000042927
ENSDARG00000042954
ENSDARG00000042972
ENSDARG00000042993
ENSDARG00000043066
ENSDARG00000043128
ENSDARG00000043137
ENSDARG00000043141
ENSDARG00000043154
ENSDARG00000043171
ENSDARG00000043173
ENSDARG00000043175
ENSDARG00000043198
ENSDARG00000043249
ENSDARG00000043279
ENSDARG00000043323
ENSDARG00000043402
ENSDARG00000043403
ENSDARG00000043436
ENSDARG00000043460
ENSDARG00000043468
ENSDARG00000043475
ENSDARG00000043492
ENSDARG00000043493
ENSDARG00000043518
ENSDARG00000043561
ENSDARG00000043584
ENSDARG00000043586
ENSDARG00000043640
ENSDARG00000043713
ENSDARG00000043781
ENSDARG00000043798
ENSDARG00000043850
ENSDARG00000043899
ENSDARG00000044023
ENSDARG00000044039
ENSDARG00000044061
ENSDARG00000044074
ENSDARG00000044129
ENSDARG00000044199
ENSDARG00000044235
ENSDARG00000044254
ENSDARG00000044280
ENSDARG00000044282
ENSDARG00000044299
ENSDARG00000044301
ENSDARG00000044318
ENSDARG00000044325
ENSDARG00000044326
ENSDARG00000044485
ENSDARG00000044491
ENSDARG00000044511
ENSDARG00000044540
ENSDARG00000044601
ENSDARG00000044612
ENSDARG00000044613
ENSDARG00000044694
ENSDARG00000044752
ENSDARG00000044775
ENSDARG00000044776
ENSDARG00000044807
ENSDARG00000044861
ENSDARG00000044862
ENSDARG00000044894
ENSDARG00000045071
ENSDARG00000045143
ENSDARG00000045144
ENSDARG00000045167
ENSDARG00000045224
ENSDARG00000045230
ENSDARG00000045248
ENSDARG00000045265
ENSDARG00000045391
ENSDARG00000045442
ENSDARG00000045482
ENSDARG00000045530
ENSDARG00000045553
ENSDARG00000045554
ENSDARG00000045560
ENSDARG00000045561
ENSDARG00000045580
ENSDARG00000045633
ENSDARG00000045661
ENSDARG00000045671
ENSDARG00000045672
ENSDARG00000045677
ENSDARG00000045758
ENSDARG00000045814
ENSDARG00000045834
ENSDARG00000045836
ENSDARG00000045837
ENSDARG00000045842
ENSDARG00000045863
ENSDARG00000045864
ENSDARG00000045893
ENSDARG00000045904
ENSDARG00000045914
ENSDARG00000045928
ENSDARG00000045957
ENSDARG00000045959
ENSDARG00000045979
ENSDARG00000046014
ENSDARG00000046071
ENSDARG00000051783
ENSDARG00000051795
ENSDARG00000051854
ENSDARG00000051857
ENSDARG00000051858
ENSDARG00000051896
ENSDARG00000051923
ENSDARG00000051993
ENSDARG00000052045
ENSDARG00000052061
ENSDARG00000052063
ENSDARG00000052088
ENSDARG00000052109
ENSDARG00000052122
ENSDARG00000052157
ENSDARG00000052158
ENSDARG00000052223
ENSDARG00000052332
ENSDARG00000052379
ENSDARG00000052388
ENSDARG00000052396
ENSDARG00000052413
ENSDARG00000052438
ENSDARG00000052578
ENSDARG00000052615
ENSDARG00000052656
ENSDARG00000052702
ENSDARG00000052739
ENSDARG00000052826
ENSDARG00000052856
ENSDARG00000052894
ENSDARG00000052905
ENSDARG00000052917
ENSDARG00000052928
ENSDARG00000052966
ENSDARG00000052975
ENSDARG00000053005
ENSDARG00000053036
ENSDARG00000053070
ENSDARG00000053124
ENSDARG00000053136
ENSDARG00000053159
ENSDARG00000053279
ENSDARG00000053323
ENSDARG00000053344
ENSDARG00000053476
ENSDARG00000053487
ENSDARG00000053500
ENSDARG00000053502
ENSDARG00000053509
ENSDARG00000053542
ENSDARG00000053558
ENSDARG00000053563
ENSDARG00000053624
ENSDARG00000053666
ENSDARG00000053702
ENSDARG00000053716
ENSDARG00000053761
ENSDARG00000053810
ENSDARG00000053836
ENSDARG00000053990
ENSDARG00000054025
ENSDARG00000054060
ENSDARG00000054063
ENSDARG00000054150
ENSDARG00000054153
ENSDARG00000054155
ENSDARG00000054272
ENSDARG00000054321
ENSDARG00000054340
ENSDARG00000054363
ENSDARG00000054389
ENSDARG00000054400
ENSDARG00000054418
ENSDARG00000054447
ENSDARG00000054530
ENSDARG00000054572
ENSDARG00000054610
ENSDARG00000054619
ENSDARG00000054696
ENSDARG00000054746
ENSDARG00000054755
ENSDARG00000054778
ENSDARG00000054807
ENSDARG00000054823
ENSDARG00000054827
ENSDARG00000054906
ENSDARG00000054929
ENSDARG00000054942
ENSDARG00000055045
ENSDARG00000055133
ENSDARG00000055151
ENSDARG00000055186
ENSDARG00000055192
ENSDARG00000055290
ENSDARG00000055291
ENSDARG00000055314
ENSDARG00000055338
ENSDARG00000055359
ENSDARG00000055365
ENSDARG00000055373
ENSDARG00000055477
ENSDARG00000055514
ENSDARG00000055527
ENSDARG00000055543
ENSDARG00000055550
ENSDARG00000055569
ENSDARG00000055589
ENSDARG00000055595
ENSDARG00000055618
ENSDARG00000055656
ENSDARG00000055713
ENSDARG00000055723
ENSDARG00000055753
ENSDARG00000055786
ENSDARG00000055835
ENSDARG00000055837
ENSDARG00000055838
ENSDARG00000055955
ENSDARG00000055966
ENSDARG00000056005
ENSDARG00000056015
ENSDARG00000056023
ENSDARG00000056029
ENSDARG00000056077
ENSDARG00000056186
ENSDARG00000056209
ENSDARG00000056245
ENSDARG00000056248
ENSDARG00000056252
ENSDARG00000056281
ENSDARG00000056322
ENSDARG00000056346
ENSDARG00000056367
ENSDARG00000056379
ENSDARG00000056407
ENSDARG00000056530
ENSDARG00000056535
ENSDARG00000056557
ENSDARG00000056615
ENSDARG00000056630
ENSDARG00000056651
ENSDARG00000056666
ENSDARG00000056691
ENSDARG00000056722
ENSDARG00000056743
ENSDARG00000056744
ENSDARG00000056757
ENSDARG00000056765
ENSDARG00000056781
ENSDARG00000056803
ENSDARG00000056819
ENSDARG00000056874
ENSDARG00000056915
ENSDARG00000056938
ENSDARG00000056979
ENSDARG00000057007
ENSDARG00000057025
ENSDARG00000057027
ENSDARG00000057112
ENSDARG00000057121
ENSDARG00000057206
ENSDARG00000057239
ENSDARG00000057273
ENSDARG00000057303
ENSDARG00000057317
ENSDARG00000057323
ENSDARG00000057365
ENSDARG00000057368
ENSDARG00000057426
ENSDARG00000057427
ENSDARG00000057504
ENSDARG00000057610
ENSDARG00000057787
ENSDARG00000057789
ENSDARG00000057853
ENSDARG00000057859
ENSDARG00000057881
ENSDARG00000057882
ENSDARG00000057884
ENSDARG00000057949
ENSDARG00000058023
ENSDARG00000058045
ENSDARG00000058094
ENSDARG00000058128
ENSDARG00000058160
ENSDARG00000058225
ENSDARG00000058292
ENSDARG00000058302
ENSDARG00000058322
ENSDARG00000058348
ENSDARG00000058351
ENSDARG00000058371
ENSDARG00000058389
ENSDARG00000058413
ENSDARG00000058425
ENSDARG00000058461
ENSDARG00000058471
ENSDARG00000058551
ENSDARG00000058562
ENSDARG00000058593
ENSDARG00000058606
ENSDARG00000058647
ENSDARG00000058673
ENSDARG00000058685
ENSDARG00000058690
ENSDARG00000058695
ENSDARG00000058716
ENSDARG00000058730
ENSDARG00000058731
ENSDARG00000058746
ENSDARG00000058774
ENSDARG00000058803
ENSDARG00000058818
ENSDARG00000058821
ENSDARG00000058839
ENSDARG00000058871
ENSDARG00000058873
ENSDARG00000059001
ENSDARG00000059044
ENSDARG00000059049
ENSDARG00000059070
ENSDARG00000059139
ENSDARG00000059163
ENSDARG00000059231
ENSDARG00000059280
ENSDARG00000059294
ENSDARG00000059323
ENSDARG00000059399
ENSDARG00000059442
ENSDARG00000059553
ENSDARG00000059646
ENSDARG00000059651
ENSDARG00000059654
ENSDARG00000059798
ENSDARG00000059883
ENSDARG00000059982
ENSDARG00000059993
ENSDARG00000060023
ENSDARG00000060041
ENSDARG00000060072
ENSDARG00000060102
ENSDARG00000060130
ENSDARG00000060165
ENSDARG00000060169
ENSDARG00000060184
ENSDARG00000060200
ENSDARG00000060238
ENSDARG00000060246
ENSDARG00000060252
ENSDARG00000060322
ENSDARG00000060354
ENSDARG00000060397
ENSDARG00000060549
ENSDARG00000060655
ENSDARG00000060662
ENSDARG00000060705
ENSDARG00000060758
ENSDARG00000060797
ENSDARG00000060860
ENSDARG00000060917
ENSDARG00000060953
ENSDARG00000061177
ENSDARG00000061222
ENSDARG00000061249
ENSDARG00000061272
ENSDARG00000061379
ENSDARG00000061416
ENSDARG00000061450
ENSDARG00000061468
ENSDARG00000061478
ENSDARG00000061525
ENSDARG00000061560
ENSDARG00000061714
ENSDARG00000061717
ENSDARG00000061741
ENSDARG00000061784
ENSDARG00000061848
ENSDARG00000061890
ENSDARG00000062009
ENSDARG00000062049
ENSDARG00000062057
ENSDARG00000062058
ENSDARG00000062084
ENSDARG00000062152
ENSDARG00000062171
ENSDARG00000062187
ENSDARG00000062220
ENSDARG00000062338
ENSDARG00000062349
ENSDARG00000062379
ENSDARG00000062402
ENSDARG00000062460
ENSDARG00000062510
ENSDARG00000062537
ENSDARG00000062748
ENSDARG00000062811
ENSDARG00000062820
ENSDARG00000062906
ENSDARG00000062967
ENSDARG00000062998
ENSDARG00000063059
ENSDARG00000063076
ENSDARG00000063095
ENSDARG00000063100
ENSDARG00000063177
ENSDARG00000063186
ENSDARG00000063190
ENSDARG00000063191
ENSDARG00000063333
ENSDARG00000063354
ENSDARG00000063385
ENSDARG00000063519
ENSDARG00000063535
ENSDARG00000063627
ENSDARG00000067566
ENSDARG00000067672
ENSDARG00000067711
ENSDARG00000067741
ENSDARG00000067751
ENSDARG00000067797
ENSDARG00000067859
ENSDARG00000067916
ENSDARG00000067964
ENSDARG00000067996
ENSDARG00000067997
ENSDARG00000068187
ENSDARG00000068232
ENSDARG00000068233
ENSDARG00000068240
ENSDARG00000068262
ENSDARG00000068303
ENSDARG00000068382
ENSDARG00000068397
ENSDARG00000068398
ENSDARG00000068436
ENSDARG00000068457
ENSDARG00000068468
ENSDARG00000068628
ENSDARG00000068638
